100,888293,16469,9405,0.0600421
200,1041033,16627,9507,0.057195
400,1524088,17106,9887,0.0662465
1000,2808812,18078,10753,0.0820668
2000,4790602,19558,11920,0.111457
4000,8392865,21948,13717,0.15291
8000,19936524,31903,21310,0.307218
20000,50835919,54309,38700,0.75664
1000000,3080624014,2218272,1705101,38.526
2000000,6531878028,4572287,3693049,82.1882
4000000,12880880278,8481598,6686861,175.48
6000000,19389254199,12791076,9837859,252.567
